Name,Id,Artists,Artists_Id,Release,Duration,Genre,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valeance,Tempo
Don't Go - Original Mix,7GbOCPIYRXFGrhxRtG3ABf,"['Block & Crown', 'Martina Budde']","['5jO3o2nsu0GTQBc8Lgcna7', '59ERTANtJkiNqj0LPFAC4T']",1/24/20,251520,house,0.778,0.95,7,-3.397,0.0411,0.023,0.853,0.0577,0.781,125.032
Get Get Down,4h4AEqy0iBbjdlbtWvIx5O,['Paul Johnson'],['4BqZuFqHJ8CLn3ig0f1m0G'],1/1/99,367786,house,0.879,0.95,5,-6.375,0.0746,0.000161,0.806,0.0714,0.615,126.903
Fired Up!,3vjciF6oblzqR5WKP0pOg4,['Funky Green Dogs'],['3sta4kc4vmWb0bOnQb6R8c'],4/10/20,217467,house,0.748,0.957,7,-7.316,0.0336,0.0098,0.146,0.473,0.752,125.344
All 4 Love (feat. Tasty Lopez),1fjDIJFo7QmGiAQGEEQcxr,"['Mark Knight', 'Rene Amesz', 'Tasty Lopez']","['3h11MHQeCrcsUgRRijI1zL', '0s122QsNac4WSqoVsFD60m', '6bGjAU1yRMvrVDQsN9Awc0']",6/25/21,205645,house,0.759,0.787,5,-4.303,0.0673,0.0191,0.000512,0.409,0.619,124.023
This Joy - Rosabel 2016 Reworked Joy Radio,2HTz4PBLFUnKHjQdVDlIsi,"['Vernessa Mitchell', 'Rosabel', 'Ralphi Rosario', 'Abel Aguilera']","['050UnuNz6a82eV5E3rDJvA', '04RXSUzDTSz2OIOvlAYVAv', '0c5584rnmlOvkMpJtpBLTh', '5gkpafAwjrAQqDVBIz2GkG']",3/29/16,213703,house,0.774,0.821,1,-7.886,0.0338,0.00128,0.45,0.519,0.184,129.982
It Just Won't Do - Radio Edit,6Ss1QOGzn0iG8hrRRSGrr9,"['Tim Deluxe', 'Sam Obernik']","['7mEVrXcsq3PjsKT3BXnhp0', '0ZHSfpEoLBzYzQXYEhWSvJ']",11/28/11,198000,house,0.678,0.936,5,-4.876,0.0373,0.00166,0.457,0.376,0.877,129.996
First Time,2Egw6tQnuwddD2QifH9Fel,"['Offer Nissim', 'Maya']","['2U5N2KMBT6aFPrQMygMkhj', '6ozV1xLgTandFCQGoDz54O']",12/1/05,430520,house,0.755,0.875,5,-5.608,0.0422,0.00699,0.59,0.079,0.157,129.999
Heaven (feat. Andreya Triana),48IaMsfKVsZ35Wd6ic8zkl,"['The Vision', 'Andreya Triana']","['33nwA09TKiO0nWmUrI3E1I', '6SKEuFZYhaTytrhtJjgnO2']",11/13/20,298417,house,0.87,0.794,5,-4.766,0.0532,0.00883,0.00379,0.17,0.962,120.017
Sexy - Original Mix,7xO8pd2Q9cBc7C1byLgsDI,['Peter Rauhofer'],['6FMOGdP16KnjoA2yDa6N0v'],2/1/11,389973,house,0.786,0.712,7,-7.562,0.104,0.000264,0.607,0.074,0.22,128.003
Lazy (feat. David Byrne),3MCCYUXWRRGVk4sf2IhzoJ,"['X-Press 2', 'David Byrne']","['1mlZXof4sEGLFspPzlQdFL', '20vuBdFblWUo2FCOvUzusB']",3/1/08,255920,house,0.696,0.679,1,-9.108,0.0312,0.00096,6.50E-06,0.111,0.886,130.011
Free Bass - Joey Negro Funk Equation Mix,0mt4cMu5BjmjpBw5kvD4hJ,['Dave Lee'],['5cWh5zsmOIFhuPL0Ay1e7f'],11/4/16,385878,house,0.802,0.816,2,-7.805,0.0551,0.0172,0.904,0.0688,0.672,118.016
Don't Be Afraid,5WUFHsHalXJth7oBEZ3pPl,"['DJ Spen', 'Ziggy Funk', 'Gary Hudgins']","['4kr94nr7SzBRas5Cb3krFZ', '0UxVmzj48CkaBKISsYF9Ia', '66I1rqodsNrH6GX4rD5BoW']",1/2/15,373925,house,0.794,0.691,5,-8.898,0.0535,0.0986,0.0514,0.567,0.878,125.026
This Is Your Night,5p0rUHicpwMZil8RlNGGth,['Amber'],['6uGKydhYXrVOEXM6QbVzyH'],11/26/96,238160,house,0.674,0.908,9,-3.262,0.0325,0.0714,0.000104,0.121,0.861,127.99
Let It Go (with Marc E. Bassy) - Vintage Culture Remix,2Rzr9nzXM1yX3NB8CwHWQg,"['Louie Vega', 'The Martinez Brothers', 'Vintage Culture', 'Marc E. Bassy']","['5dncbrnveDMX9DgxcedeUg', '7B1LLuCQk13H4Mb6CFBftU', '28uJnu5EsrGml2tBd7y8ts', '3tQx1LPXbsYjE9VwN1Peaa']",1/15/21,204198,house,0.909,0.808,5,-6.588,0.147,0.029,0.000463,0.237,0.638,124.015
Back Together (feat. Ron Carroll) - Classic Mix,1PH8at6E0jy3rFPH66aH9m,"['Hardsoul', 'Ron Carroll']","['1pOxKVLc0EXgcOSqyWOlKi', '67c2hYH3U7daGkRyTMd0ks']",8/29/03,502287,house,0.767,0.73,9,-7.93,0.0567,0.0946,0.000328,0.645,0.832,121.008
You're in My System - Dennis Quin Vocal Mix,7uRqCJHRsrkBU5W3RG0cnL,"['Kerri Chandler', 'Jerome Sydenham', 'Troy Denari', 'Dennis Quin']","['7nqpEU6DCHkNtK1bYsyS3W', '4e7xQaHgOjyFZtSic0Nk9B', '2cNKz5QJgfclP9Ay7Okghv', '1iaGffGcjxdzSFkwfCN2Ul']",8/20/19,365854,house,0.841,0.807,6,-5.419,0.0505,0.0276,0.161,0.133,0.475,123
Naya,34nLn5uVw3a3b8pcyHDNx4,"['Yinon Yahel', 'Mor Avrahami', 'Tzlil']","['4zb1vwmtrqCEqDJnt9MvEs', '3N1sHAuik77fDlXppfZ0oC', '3rzVtsul7Jt3BFcy0UhWgs']",4/24/20,309375,house,0.628,0.903,9,-3.895,0.0341,0.000296,0.622,0.0754,0.369,128.015
Born To Flow - Shane D Remix,2qiF7cPBBf1UUbEUabAnqN,"['Groove Junkies', 'Baskerville Jones', 'Shane D']","['6d2OY8yN6MdCnPOcAmNqJR', '0f8kKsuzDJVvYfFZuJMRfO', '1eqnCI77b9DYAeWSzhaNnH']",5/11/12,402040,house,0.747,0.793,5,-6.381,0.0461,0.00585,0.0171,0.0408,0.826,126.016
Make The World Go Round - Deep Dish Radio Edit,3suUyj7jumc7N0sxNfsdPe,"['Sandy B', 'Deep Dish']","['4actG94YfJxMVdKBGWkAZL', '720JYpdCgHuTmDeryW0wEA']",4/6/09,230933,house,0.74,0.923,0,-6.64,0.0605,0.0156,0.0397,0.0684,0.811,121.959
Your Body - Cat Dealers Radio Edit,3bmbNLqSJjGDRbbqlJUt4y,"['Tom Novy', 'Cat Dealers', 'Michael Marshall']","['1EVpn7mXyF07LuJqgUk6RX', '3q2dSq7VZnj8TmoJUyRm40', '2FT75iYuWmycqYrXbVD9cn']",7/28/17,264194,house,0.684,0.612,9,-4.468,0.365,0.327,0.135,0.352,0.344,123.967
Don't Stop The Music - Art Of Tones Modern Disco Mix,5Palg39d9eAEgi43NHKSKz,"['Reel People', 'Angie Stone', 'Art of Tones']","['7JCiEoZpn0yghisiVNvl4X', '2hWr3AjjKOCVmWcwvuT4uM', '4TSLRQcJGybQuNA8ybueEy']",6/21/19,327796,house,0.927,0.618,11,-9.813,0.0612,0.308,8.13E-06,0.312,0.957,114.036
Rock This Party - Everybody Dance Now,0Qn0i8df7Q76ej3RAXAtI2,"['Bob Sinclar', 'Cutee B.', 'DollarMan', 'Big Ali', 'Makedah']","['5YFS41yoX0YuFY39fq21oN', '5PTDGbHPxxXf81RrubpIOO', '0TsTesOYlZmHOLnFPLPKLZ', '4LqXqd68BBoEk9RDYeS0ls', '0f5cjky3a6ee9e0WicpzhW']",8/22/06,245467,house,0.893,0.823,5,-3.708,0.122,0.0714,0,0.0509,0.902,128.009
Finally,0uqvSVhGgQTIdj9G51vhvv,['CeCe Peniston'],['5UoVLCWzOKMIJ9iioof9OD'],1/1/92,245000,house,0.791,0.658,7,-11.128,0.0445,0.00653,0,0.0472,0.842,120.066
No One's Gonna Change You,6VZciflHXKBKMxPXnGEmag,['Reina'],['3fEU1ODA1BeCqQo9CilPwz'],10/26/04,255200,house,0.66,0.767,11,-6.622,0.0339,0.0185,0.00101,0.12,0.594,132.984
That's the Way Love Is - Underground Mix; Edit,5eFCFpmDbqGqpdOVE9CXCh,['Ten City'],['3DIaOWIVFxJdTYyEb9mXzi'],1/1/89,255200,house,0.638,0.742,7,-11.421,0.0485,0.0111,9.45E-05,0.0762,0.698,120.772
Do It Your Way - Original Mix,6bxeekI9n4mFVw4GoeQZMa,"['Mood II Swing', 'John Ciafone']","['1ioarahrQVnmKor7JmN5Av', '3vESvN8vGnaIif4ZDOcxVC']",10/28/14,572946,house,0.884,0.63,11,-8.379,0.0537,0.000285,0.238,0.0926,0.705,125.995
Cunty - Wave Edit,5Dy9iOGAYzppHgWcLzZSBe,['Kevin Aviance'],['1tPCPj6UWSQ3VSQ8xwZ4ZJ'],1/1/99,257960,house,0.865,0.769,10,-8.281,0.117,0.000361,0.636,0.305,0.372,129.026
Wish I Didn't Miss You - Nikos Diamantopoulos Mix,1ln2ztDk1zG1wsoH0sI3Nd,"['Jamie Lewis', 'Nikos Diamantopoulos', 'Billie Brown']","['50Tk4RFfEkn5pry4cDK2Id', '1TRQkMXe5Irm2sLCKjO0U9', '6zSPniIIvZDlrqAOMcM50t']",4/17/17,464265,house,0.774,0.715,1,-6.957,0.0458,0.0004,0.883,0.0737,0.66,121.99
Gypsy Woman (She's Homeless) - Radio Edit,4QAKfScH8kLJTbJqhb2jp2,['Crystal Waters'],['2sd9Q3r0Jhqpe3w9WVuG43'],1/1/91,229573,house,0.645,0.779,9,-10.529,0.0315,0.000165,0.214,0.0941,0.453,120.007
Cha Cha Heels - Ralphi Rosario Radio Edit,30oHXtjpDa4ULF0QbWlgqH,"['Rosabel', 'Jeanie Tracy']","['04RXSUzDTSz2OIOvlAYVAv', '2ObDOJzxzDFuevDpCTsOpo']",5/18/04,232000,house,0.783,0.993,1,-4.048,0.0563,0.00355,0.00703,0.28,0.811,130.009
I'll Be There for You,3cv9UNYnzqt6ofjlq6h8pk,['Tortured Soul'],['365Fm0OgkStvN1wWzeyfDN'],5/12/15,281451,house,0.854,0.69,6,-7.081,0.0316,0.00174,2.96E-06,0.096,0.964,118.009
Party People (Radio Mix),0KeyDNb75OmHHMMeFYS4ZM,"['Altar', 'Jeanie Tracy']","['5lqrAnjBNFUct8KNkgRsyW', '2ObDOJzxzDFuevDpCTsOpo']",10/25/06,188787,house,0.729,0.858,8,-5.905,0.142,0.0952,2.20E-05,0.52,0.609,130.026
Kathy Brown Happy People Knee Deep's to L.B. Dub (Knee Deep's to L.B. Dub),6vQ92IeQktoyuy4wwalsp6,['Kathy Brown'],['1dYwUvGX41uwyOuabIEJUq'],3/11/13,440500,house,0.744,0.804,5,-8.49,0.0706,0.0343,0.0123,0.406,0.547,123.887
Rapture (feat.Nadia Ali),0OSAJEA0ekX6pr2nuiPzX7,"['iio', 'Nadia Ali']","['5WVf5DCSYmK4JYD6vIcttw', '1C60viSZv6BoYtrnkZ44g5']",6/27/06,253587,house,0.661,0.855,8,-8.403,0.0377,0.0722,0.0185,0.199,0.601,123.943
Show Me Drums,4HusHH4eG6COWhLeAFkaMc,['Edson Pride'],['1Z3oDlvLeNNr9kY4L0O1rv'],11/13/15,336372,house,0.677,0.948,3,-4.941,0.0442,8.43E-05,0.881,0.0325,0.0354,128.004
He Is (feat. Song Williamson) - Ferrer & Sydenham Inc Vox Mix,1y8VbIB3UBYC9Vov2ZuOOr,"['Copyright', 'Song Williamson']","['1QcNpVT6u0dHxmjpZoJtHd', '06O1ocpjJ5R5NXjzIR18MB']",5/23/08,483573,house,0.731,0.634,7,-7.551,0.0693,6.36E-05,0.00117,0.12,0.0762,127
Show Me Love,4t0UsYzmmmZRMTWn77jiGF,['Robin S'],['2WvLeseDGPX1slhmxI59G3'],6/15/93,252107,house,0.811,0.833,5,-4.259,0.153,0.014,2.06E-05,0.0769,0.567,120.258
I Feel You,30xfGOa5CIX4NuySf50fJA,"['Sagi Kariv', 'Keren K']","['1Ki10qeE3KkXcpu9gsyq5a', '2sxT5GstKGBsHv5U97axhi']",6/1/17,369375,house,0.653,0.799,8,-4.524,0.0333,0.0126,0.332,0.327,0.52,127.993
Dancin' - Original mix,1bNLAp0OLKBIqLqZze8OZo,"['Antoine Clamaran', 'Agua Sin Gas']","['2LTa2TleomBhi05k8khxCF', '0ICpMoNX3j9j4E4Rfk6ED4']",9/13/19,353280,house,0.802,0.893,7,-4.188,0.123,0.000376,0.181,0.53,0.463,125.012
Leave The World Behind - Radio Edit,25ZEYUgCJyf3gRxkqYbkIc,"['Axwell', 'Sebastian Ingrosso', 'Steve Angello', 'Laidback Luke', 'Deborah Cox']","['1xNmvlEiICkRlRGqlNFZ43', '6hyMWrxGBsOx6sWcVj1DqP', '4FqPRilb0Ja0TKG3RS3y4s', '53cQZtWDwDJwVCNZlfJ6Qk', '601893mmW5hl1FBOykWZHG']",5/4/09,161719,house,0.525,0.849,10,-7.727,0.0484,0.00232,0.00196,0.322,0.277,128.055
New York City Woman - Micky More & Andy Tee Jazz Mix,1RjN4fQU8o0j0ejpk1LeJt,"['The Sunburst Band', 'Micky More', 'Andy Tee']","['5gmoNBA302S5ao49eZGvl4', '6O3tSI0Zq9UFaPdTHMqSP3', '4pyW9FN8XEIYNGVU8KBMkl']",7/30/20,487065,house,0.746,0.775,2,-6.945,0.0595,0.0007,0.845,0.224,0.624,122.74
Want You,0LPYxXF8LunjReL0TjQ1fC,['Hott 22'],['2seqyYXetmWG6wcvbDCGyh'],1/15/08,359120,house,0.842,0.756,0,-8.364,0.0484,3.77E-05,0.92,0.0709,0.717,127.004
Rhythm Is a Mystery,7lCfsM85XpagLcO8iHT4MP,['K-Klass'],['4O1s9iVG46lSn1mD9ek1ES'],12/13/19,205547,house,0.651,0.937,10,-4.696,0.0355,0.00636,0.0508,0.282,0.509,121.097
Scrub The Ground (feat. DJ Funk),0fbXFYtHPpq5fVNRGjxZrC,"['Chocolate Puma', 'Tommie Sunshine', 'DJ Funk']","['5Aw0IGM5JS3FuTgtRsDWGA', '42tlZWSz1V6Rsqds29GcRo', '6teHVusq7aOvo7Tjo5Cevs']",10/16/15,168937,house,0.786,0.887,11,-3.886,0.0518,0.0263,0.812,0.338,0.682,126.982
Dreamer - Janice Robinson Vocal,6wetvpPWooBdmAEOKnDhpo,"[""Livin' Joy""]",['3PUzVXdNnsJGPDTIU7xvqu'],1/1/97,223535,house,0.74,0.762,5,-7.166,0.0418,0.0131,0,0.283,0.832,127.372
Music Is The Answer,0zHMwxCVtHjnLxoQdg3uOe,['Celeda'],['6eOBEYGx9M4t87osYMIakb'],1/1/99,217773,house,0.9,0.671,6,-8.583,0.0486,0.0317,0.00475,0.1,0.689,124.888
Feel My Needs - Purple Disco Machine Remix,3RiRFyvasDtAv8n0AQUKFG,"['WEISS', 'Purple Disco Machine']","['0FBRY66KVaAiddGVefikLB', '2WBJQGf1bT1kxuoqziH5g4']",8/17/18,230164,house,0.707,0.896,3,-5.157,0.0538,0.0127,0.859,0.0182,0.903,122.011
All This Time - Radio Edit,6CgXRT7l8VYablEuuQPfZC,"['Jonathan Peters', 'Sylver Logan Sharp']","['4KhhrxYUjhYz3AYirtxBmD', '2NB3QnFOY8B1bZTS702BwM']",10/11/05,244040,house,0.686,0.884,7,-4.462,0.0343,0.0243,0.00559,0.146,0.551,128.004
Flawless,3zfeJoh0vCOdzyYkQY0V1s,['The Ones'],['59z0q3rlcVQoAPg7YbFbgv'],11/2/18,211147,house,0.728,0.933,7,-6.479,0.0978,0.0057,0.796,0.147,0.856,125.062
Love's Been Right Here - DJ Spen & Gary Hudgins Remix,0I0Cp90UWNjsg3iOFW3iR5,"['Stephanie Cooke', 'Kenny Bobien', 'DJ Spen', 'Gary Hudgins']","['0tQ6E3EZuU6HCF9SaClbI2', '6UaZuYX5K6yNTinUTBCWDS', '4kr94nr7SzBRas5Cb3krFZ', '66I1rqodsNrH6GX4rD5BoW']",12/17/12,455505,house,0.753,0.614,10,-8.849,0.0388,0.000332,0.00776,0.0504,0.772,126.96
Back In Your Heart,0DKen77OXbPxnoPwH2MH63,['Junior J'],['4pSGHK662YAtHNu84LyBER'],8/10/18,172000,house,0.531,0.863,8,-4.082,0.114,0.121,0,0.123,0.584,120.055
Fresh - Charles J Remix,6GYD9MwygCfPurS4Dd7uvT,"['Crazibiza', 'Alemany', 'Frank Caro', 'Charles J']","['7gLis8CQkAQ7fJJNTWQNU1', '1DUno6EJjIv5UemYkjMiUu', '0RXIKJFZKMYDnqMR8FgNps', '7lmPlDYovClFuOyfyzbDYS']",12/20/19,300488,house,0.853,0.88,7,-5.705,0.0581,0.00421,0.887,0.0343,0.746,122.995
History Repeating - Knee Length Mix,56jlrdCvA7Ih13L9OMcfDS,"['Propellerheads', 'Shirley Bassey']","['3Z7thZHrtFvqp8OpPffPKp', '090VebphoycdEyH165iMqc']",1/1/98,242533,big beat,0.717,0.829,10,-5.432,0.0367,0.00261,0.0147,0.106,0.729,144.04
Zion,7isVtUtibpSO2eVSkSJcc6,['Fluke'],['2YzUXecwzcOdlJsnpnJfkJ'],1/1/03,273733,big beat,0.601,0.9,11,-6.781,0.0578,0.0125,0.936,0.0847,0.0394,127.014
Stop the Rock - Apollo 440 Mix,37jrubWAb4F9TY2GgSRG56,['Apollo 440'],['37f9cjf8Ic4t7vYNRYAzI7'],1/1/98,212400,big beat,0.594,0.988,10,-3.377,0.0759,0.276,0.0307,0.339,0.595,150.017
Blue Song,7ysM3K2TuEw8k4IlwhywWd,['Mint Royale'],['69NjLU6rit8q9XEjL50BOj'],9/9/02,256213,big beat,0.65,0.817,1,-5.665,0.0346,0.0174,0.0572,0.0902,0.526,117.02
Bentley's Gonna Sort You Out,2GLl5SfGDhAEztVvEVRimA,['Bentley Rhythm Ace'],['28EZh7WvdbWwfOrf5lkvCk'],9/8/97,307400,big beat,0.7,0.935,10,-8.774,0.0408,0.0456,0.831,0.347,0.811,103.984
Battleflag (feat. Pigeonhed),3F138QuYFlzPmgPeWKEFln,"['Lo Fidelity Allstars', 'Pigeonhed']","['2YiWXa7E1raYyY0uQDLpgs', '7C5dkQXLoTE3OFE5qBTrBB']",9/23/98,339213,big beat,0.663,0.868,10,-9.624,0.112,0.0399,3.43E-05,0.0485,0.348,100.481
Hey Boy Hey Girl,7kXmJwrZGIhDaLT9sNo3ut,['The Chemical Brothers'],['1GhPHrq36VKCY3ucVaZCfo'],1/1/99,290493,big beat,0.632,0.92,2,-4.976,0.0531,0.119,0.508,0.114,0.363,127.001
Cracks - Flux Pavilion Remix,2grynUHH0A3faPhGjdkjeJ,"['Freestylers', 'Belle Humble', 'Flux Pavilion']","['0zg9mF9dX2knvdTKnL22T1', '5Uh9Oco0Khv18UvTo2PucM', '7muzHifhMdnfN1xncRLOqk']",8/25/10,281083,big beat,0.499,0.826,9,-7.082,0.0534,0.00095,0.029,0.122,0.427,140.007
Name Of The Game,4XKEVz0X1BIDhCAfb782tm,['The Crystal Method'],['5eKLa1xyHLq8ERWmT1CRHj'],1/1/01,255093,big beat,0.522,0.933,1,-4.086,0.0544,0.000113,0.724,0.112,0.679,181.957
Rude Boy Rock - Edit,2AlFKjbN6Q2imUqDh3JFRW,['Lionrock'],['7bbNDyqoHKXXk7GYxigXa1'],3/23/98,221200,big beat,0.883,0.947,10,-4.427,0.0616,0.381,0.374,0.15,0.836,135.019
Born Slippy (Nuxx),7xQYVjs4wZNdCwO0EeAWMC,['Underworld'],['1PXHzxRDiLnjqNrRn2Xbsa'],1/1/14,456480,big beat,0.576,0.953,10,-8.968,0.0362,0.00106,0.49,0.474,0.303,140.042
Halcyon and On and On,5xcunlfaZvD9BDQsLONI7A,['Orbital'],['3csPCeXsj2wezyvkRFzvmV'],1/1/93,567107,big beat,0.577,0.729,11,-14.376,0.0319,0.0953,0.928,0.184,0.177,126.988
Supermoves,1HeCBrZd0A2ub1E8aeZJie,['Overseer'],['3V4c44pHzC8apm8HiiFF6V'],1/1/97,287427,big beat,0.536,0.977,6,-7.827,0.0648,3.23E-05,0.899,0.689,0.419,135.006
Praise You - Radio Edit,2tn9zXqIZJbgL1swqwOktz,['Fatboy Slim'],['4Y7tXHSEejGu1vQ9bwDdXW'],6/18/06,227973,big beat,0.622,0.884,1,-6.715,0.0467,0.0403,0.371,0.282,0.561,109.722
Original - Remastered,6zK6tHtbYjmc8zesa7e8br,['Leftfield'],['72hqBMsw7x5jnfxxwkii8L'],1/1/95,382360,big beat,0.61,0.853,4,-11.853,0.082,0.00817,0.0524,0.0931,0.669,171.983
Mucky Weekend,01kWUhGeggyJiaqzqhDwsp,"['Dub Pistols', 'Rodney P', 'Barry Ashworth', 'Will Hensel']","['4LYX3rRdXV2l99wR5YPFoK', '1TH9nACRwmZ8KnvIKxXTYh', '5n40b72W5F6oJkSQMueeRQ', '0294CyCv2cV3Qvyysmg2ni']",7/2/12,308347,big beat,0.676,0.804,4,-9.471,0.147,0.000252,0.000137,0.0472,0.757,170.032
Ooh La La,3IBDXz8f3k78Tb46ipwQau,['The Wiseguys'],['7oBJEgh7PQKJuxXb1lUEKA'],1/1/98,353400,big beat,0.841,0.975,1,-7.377,0.0795,0.0445,0.739,0.314,0.765,123.883
Connected,1ZoE2naC9ySlPLdBZhS1rM,"[""Stereo MC's""]",['1k8VBufn1nBs8LN9n4snc8'],1/1/92,313000,big beat,0.656,0.816,1,-10.722,0.035,0.049,0.00119,0.105,0.727,100.645
Reach Out (feat. Linda Lewis),0u7PJNDonENtoVZm7MetQi,"['Midfield General', 'Linda Lewis']","['7pFRZzpdFnoC3XnilFWEOr', '5IrR4pNp1CQNk7pxlMOvFu']",11/20/99,326800,big beat,0.487,0.468,0,-6.557,0.0337,0.018,0.238,0.145,0.27,155.983
Dirge,015SmK4Fvjv13dVwtGoMC0,['Death In Vegas'],['5aj3LEYRbuaabjjHkj5oE1'],1/1/99,343867,big beat,0.486,0.689,4,-7.735,0.028,0.0131,0.579,0.0759,0.573,100.003
Felt Like Heaven (feat. Marc Evans) - Original,2OvdfaC3JS8OZJzrugCYqL,"['Tcm', 'Marc Evans']","['3ixiKjq1Y4slO9mBUxmpQH', '2wVgC86wvH9gCdREODnb9d']",4/4/16,382060,big beat,0.796,0.82,10,-5.39,0.0339,0.000467,0.128,0.0548,0.555,123.992
Leave You Far Behind,1Abqb6agIOK1XLPaJhWm3G,['Lunatic Calm'],['4Fh6eC8hJz13eXsboxXlcX'],7/10/97,192640,big beat,0.524,0.974,11,-7.205,0.0919,7.45E-05,0.144,0.306,0.577,127.972
Back On a Mission,6PGKojwiEEt0KWEedNao1Z,['CIRRUS'],['4li9sXjlbIAeIJ9kW5cyOV'],1/1/98,217760,big beat,0.661,0.998,7,-3.746,0.116,0.0987,0.00867,0.828,0.254,105.045
Fire Like This,4BllOzQZH3tSjmCIbYlSB6,['Hardknox'],['553m0wCi0Z68oCoLkh7biI'],9/16/99,278533,big beat,0.648,0.912,2,-5.493,0.0744,0.0863,0.0432,0.641,0.694,118.012
Bassheads,0U5CZFgiLcqChoV6iF9Wjg,['Cut La Roc'],['623oWPg7Cn3srlhF7kxy8v'],1/1/99,318893,big beat,0.644,0.807,10,-12.939,0.057,0.0631,0.827,0.242,0.915,126.888
Superstylin',2yWyFT6bW1Rd9cjVvYi4v8,['Groove Armada'],['67tgMwUfnmqzYsNAtnP6YJ'],7/11/01,360427,big beat,0.742,0.798,9,-8.263,0.0558,0.00346,0.00131,0.259,0.928,128.967
Restless,7Mk8wKsRMWsHtWAqAmIX5L,['Evil Nine'],['4I61op5v2v1kabf5V44j0n'],1/1/04,294267,big beat,0.604,0.876,5,-5.189,0.0369,0.000618,0.358,0.653,0.661,131.989
Pacific State,2h7w0KHwHbx4WbG6WxjO7U,['808 State'],['7hFdUW64G4iU1tz46ITRfN'],9/3/21,351400,big beat,0.682,0.979,10,-6.496,0.0733,0.0649,0.882,0.14,0.277,124.188
Rabbit In Your Headlights,2ovq5SIJ7zRgtLDR0zBHj7,"['UNKLE', 'Thom Yorke']","['2nszamLjZFgu3Yx77mKxuC', '4CvTDPKA6W06DRfBnZKrau']",9/29/98,376160,big beat,0.265,0.588,9,-9.036,0.05,0.0762,0.0113,0.128,0.171,112.396
Yes Yes - Hybrid Theory Remix,6a2RV1MR0FWP0QCUKmuuxk,"['Plump DJs', 'Hybrid Theory']","['1daC6WKGAm52YZbL5G7zYg', '6KkbKOCoCyCZGaaWggWh9Q']",5/2/16,303750,big beat,0.861,0.644,8,-8.659,0.0572,0.00557,0.897,0.0913,0.739,128.002
Badder Badder Schwing,7lsZ0OZARZkukFyUBZJW3f,"['Freddy Fresh', 'Fatboy Slim']","['2jW8DcJLujtIgktWhDcB4L', '4Y7tXHSEejGu1vQ9bwDdXW']",12/1/05,206200,big beat,0.593,0.993,6,-5.461,0.103,0.0618,0.783,0.164,0.474,150.367
Breathe,0Ja4hLKiUSw01E01pJ1yGr,['The Prodigy'],['4k1ELeJKT1ISyDv8JivPpB'],6/30/97,336280,big beat,0.673,0.808,9,-6.183,0.0491,0.0121,0.878,0.037,0.303,130.041
This Will Destroy You,1xnj9CYKr9AdB6qdfAwOJE,['Flukes'],['57Dpe9lX0jUe7G3PMSUqa0'],7/23/12,413538,big beat,0.792,0.663,0,-6.969,0.0478,0.000697,0.809,0.0913,0.327,130.006
To Get Down - Radio Mix,2qBPS84Xgcm1vEjSQ1Ilwp,['Timo Maas'],['1nN9sUUgtCl0Z9ciCLc48Q'],3/4/02,212600,big beat,0.661,0.806,9,-7.892,0.0545,0.0012,0.102,0.101,0.711,112.03
Papua New Guinea,5zh23oMbATQlWbwEe5U0KG,['The Future Sound Of London'],['2qhmNI4ZHPpeDutdg473Z3'],1/1/91,405293,big beat,0.352,0.575,8,-14.853,0.0445,0.00181,0.687,0.143,0.431,124.864
Mind Killer,5PdTiGvEEgcq5hhY65SjaV,['Adam Freeland'],['0enmKUTlccj9oxq06LWEIf'],1/9/03,208213,big beat,0.504,0.856,1,-6.647,0.105,0.00123,0.000384,0.124,0.166,180.116
66 Meters - Radio Edit,5jtWRf5HuunoXRfhCBWR05,['Indian Ropeman'],['1Yq9T3RmqwVlQr8THFQ13l'],6/1/99,249947,big beat,0.605,0.5,3,-13.833,0.0551,0.0153,0.162,0.134,0.626,191.906
What's Going On?,17bwP0DTeLoqcyJ3JdyIl5,"['Mekon', 'Roxanne Shante']","['4B9dGfGFvmCa3TZ5MIxs9X', '3r7n7y3j0nYgkPePO4p3QC']",12/31/06,253467,big beat,0.767,0.968,10,-4.24,0.0817,0.0118,0.000147,0.251,0.738,122.987
The World's Made Up of This and That - Fatboy Slim Remix,4PbspnZcFTujeNtDWFg9u9,"['Deeds Plus Thoughts', 'Fatboy Slim']","['3BEOyfMhMpPU0OLhbj39x1', '4Y7tXHSEejGu1vQ9bwDdXW']",1/1/97,358107,big beat,0.702,0.952,9,-8.269,0.0615,0.137,0.119,0.595,0.564,122.005
Brown Paper Bag,29rrJBtcsOk3IjLfe5YUHI,"['Roni Size', 'Reprazent']","['5UjqeSp9dX6Nrge7WdDukr', '17Ytfl1DntgvVdragJEqx8']",1/1/97,542933,big beat,0.53,0.944,11,-3.863,0.0844,5.68E-05,0.856,0.394,0.487,169.778
Rodney Yates,7g7Pauld8mf8CNpdzad7FW,['David Holmes'],['10kGEgP8MxhlfeA2tMinsL'],1/1/97,384227,big beat,0.577,0.672,5,-11.825,0.0343,0.0454,0.0126,0.107,0.973,149.991
Where's Your Head At,3cJh89D0za2SW705fNBo3b,['Basement Jaxx'],['4YrKBkKSVeqDamzBPWVnSJ'],6/25/01,285533,big beat,0.61,0.918,0,-4.817,0.0298,6.42E-05,0.0853,0.273,0.415,127.864
